Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
camptodactyly-arthropathy-coxa vara-pericarditis syndrome,knowledge_filtered,3,3,1.0,303.0,306.6666666666667,423.8,0.2108695652173913,1146.0,0.0,0.6666666666666666,1.0,ACTA1(454); TPM3(303); TPM2(163)
Antithrombin III deficiency,knowledge_filtered,1,1,1.0,303.0,303.0,303.0,0.0,1145.0,0.0,1.0,1.0,SERPINC1(303)
Multiple cutaneous and mucosal venous malformations,knowledge_filtered,1,1,1.0,303.0,303.0,303.0,0.0,1143.0,0.0,1.0,1.0,TEK(303)
Isolated Atrial Amyloidosis,knowledge_filtered,1,1,1.0,301.0,301.0,301.0,0.0,1154.0,0.0,1.0,1.0,NPPA(301)
Warfarin sensitivity,knowledge_filtered,5,5,1.0,300.0,406.2,766.6,0.3862136878385032,1159.0,0.2,0.6,1.0,CYP2C9(971); VKORC1(460); F9(300); CYP4F2(159); GGCX(141)
Hypophosphatasia,knowledge_filtered,1,1,1.0,299.0,299.0,299.0,0.0,1165.0,0.0,1.0,1.0,ALPL(299)
Atopic dermatitis,knowledge_filtered,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
Fabry disease,knowledge_filtered,1,1,1.0,295.0,295.0,295.0,0.0,1180.0,0.0,1.0,1.0,GLA(295)
Perry syndrome,knowledge_filtered,1,1,1.0,295.0,295.0,295.0,0.0,1178.0,0.0,1.0,1.0,DCTN1(295)
Branchiooculofacial syndrome,knowledge_filtered,1,1,1.0,295.0,295.0,295.0,0.0,1185.0,0.0,1.0,1.0,TFAP2A(295)
Noonan syndrome,knowledge_filtered,13,13,1.0,294.0,715.0769230769231,2381.800000000001,0.6387362637362638,1189.0,0.46153846153846156,0.5384615384615384,0.9230769230769231,KRAS(3044); BRAF(2743); PTPN11(937); RAF1(703); NRAS(677)
Centronuclear myopathy,knowledge_filtered,6,6,1.0,293.0,242.16666666666666,406.0,0.3749713236980958,1265.5,0.0,0.6666666666666666,0.6666666666666666,TTN(467); RYR1(345); DNM2(338); BIN1(248); SPEG(42)
Polycystic ovary syndrome,knowledge_filtered,18,18,1.0,292.5,499.27777777777777,1185.2000000000003,0.5908225461469035,1232.0,0.2777777777777778,0.5555555555555556,0.9444444444444444,AR(2708); YAP1(1503); FTO(1049); INSR(747); HMGA2(532)
Spinocerebellar ataxia type 2,knowledge_filtered,1,1,1.0,291.0,291.0,291.0,0.0,1212.0,0.0,1.0,1.0,ATXN2(291)
Multiple endocrine neoplasia type 2A,knowledge_filtered,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Basal cell carcinoma,knowledge_filtered,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Seborrheic keratosis,knowledge_filtered,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Isolated ectopia lentis,knowledge_filtered,2,2,1.0,289.5,289.5,478.7,0.4084628670120898,4585.5,0.5,0.5,1.0,FBN1(526); ADAMTSL4(53)
"46,XX sex reversal",knowledge_filtered,5,5,1.0,289.0,376.0,681.6,0.37106382978723396,1227.0,0.4,0.6,1.0,WT1(758); SOX9(567); NR5A1(289); SRY(193); SOX3(73)
Opiate dependence,knowledge_filtered,19,19,1.0,286.0,664.5263157894736,2170.2,0.5821737934254296,1254.0,0.3157894736842105,0.631578947368421,0.9473684210526315,ABCB1(2568); BDNF(2559); COMT(2073); DRD2(1325); DRD4(720)
Hereditary lymphedema I,knowledge_filtered,1,1,1.0,286.0,286.0,286.0,0.0,1249.0,0.0,1.0,1.0,FLT4(286)
Type 2 diabetes mellitus,knowledge_filtered,4,4,1.0,284.0,1476.25,3763.9000000000005,0.6553344623200678,1432.5,0.25,0.75,1.0,APOE(5224); IAPP(357); HSPG2(211); APCS(113)
Chromosome 5q deletion syndrome,knowledge_filtered,3,1,0.3333333333333333,284.0,284.0,284.0,0.0,1264.0,0.0,1.0,1.0,RPS14(284)
Amyotrophic neuralgia,knowledge_filtered,1,1,1.0,283.0,283.0,283.0,0.0,1274.0,0.0,1.0,1.0,SEPTIN9(283)
"Mandibulofacial dysostosis, Guion-Almeida type",knowledge_filtered,1,1,1.0,283.0,283.0,283.0,0.0,1276.0,0.0,1.0,1.0,EFTUD2(283)
Left ventricular noncompaction,knowledge_filtered,13,12,0.9230769230769231,278.5,328.8333333333333,701.8000000000001,0.44771076195303255,1302.0,0.16666666666666666,0.5833333333333334,1.0,LMNA(1073); SCN5A(730); TNNT2(448); MYH7(349); TPM1(315)
Mitochondrial trifunctional protein deficiency,knowledge_filtered,2,2,1.0,278.5,278.5,315.7,0.08348294434470382,1365.5,0.0,1.0,1.0,HADHA(325); HADHB(232)
Weill-Marchesani syndrome,knowledge_filtered,2,2,1.0,278.0,278.0,476.40000000000003,0.4460431654676258,6475.5,0.5,0.5,0.5,FBN1(526); ADAMTS10(30)
Danon disease,knowledge_filtered,1,1,1.0,277.0,277.0,277.0,0.0,1311.0,0.0,1.0,1.0,LAMP2(277)
Geleophysic dysplasia,knowledge_filtered,2,2,1.0,275.0,275.0,475.8,0.4563636363636363,7114.0,0.5,0.5,0.5,FBN1(526); ADAMTSL2(24)
Hyperargininemia,knowledge_filtered,1,1,1.0,275.0,275.0,275.0,0.0,1318.0,0.0,1.0,1.0,ARG1(275)
Polycystic kidney disease,knowledge_filtered,3,3,1.0,274.0,245.33333333333334,344.4,0.23731884057971012,1325.0,0.0,0.6666666666666666,1.0,PKD1(362); PKD2(274); PKHD1(100)
Spinocerebellar ataxia type 6,knowledge_filtered,1,1,1.0,274.0,274.0,274.0,0.0,1326.0,0.0,1.0,1.0,CACNA1A(274)
Cockayne syndrome,knowledge_filtered,6,6,1.0,273.0,312.125,489.4999999999999,0.3407589106928314,1338.0,0.125,0.75,1.0,ERCC2(920); ERCC5(305); ERCC4(279); ERCC6(273); ERCC6(273)
Wiskott-Aldrich syndrome,knowledge_filtered,1,1,1.0,272.0,272.0,272.0,0.0,1345.0,0.0,1.0,1.0,WAS(272)
Xeroderma pigmentosum,knowledge_filtered,9,9,1.0,271.0,373.09090909090907,756.0,0.2931951089845826,1358.0,0.18181818181818182,0.9090909090909091,1.0,ERCC2(920); ERCC1(756); XPC(445); ERCC5(305); ERCC4(279)
adult-onset leukoencephalopathy with axonal spheroids and pigmented glia,knowledge_filtered,1,1,1.0,271.0,271.0,271.0,0.0,1357.0,0.0,1.0,1.0,CSF1R(271)
Prostate cancer,knowledge_filtered,36,36,1.0,270.0,786.9444444444445,2470.0,0.6016864729183826,1360.0,0.3888888888888889,0.6111111111111112,1.0,STAT3(3689); BRCA1(3448); PTEN(2819); AR(2708); CDH1(2232)
Dihydropyrimidine dehydrogenase deficiency,knowledge_filtered,1,1,1.0,268.0,268.0,268.0,0.0,1380.0,0.0,1.0,1.0,DPYD(268)
Adenosine deaminase deficiency,knowledge_filtered,1,1,1.0,268.0,268.0,268.0,0.0,1384.0,0.0,1.0,1.0,ADA(268)
Ulcerative colitis,knowledge_filtered,6,6,1.0,266.5,628.6666666666666,1490.5,0.5805054789678331,1418.0,0.16666666666666666,0.6666666666666666,1.0,ABCB1(2568); IL23R(413); IRF5(285); PTPN2(248); IL10RA(156)
Congenital stromal corneal dystrophy,knowledge_filtered,1,1,1.0,265.0,265.0,265.0,0.0,1410.0,0.0,1.0,1.0,DCN(265)
Gillespie syndrome,knowledge_filtered,1,1,1.0,264.0,264.0,264.0,0.0,1417.0,0.0,1.0,1.0,ITPR1(264)
Arrhythmogenic right ventricular cardiomyopathy,knowledge_filtered,13,13,1.0,263.0,314.53846153846155,453.40000000000003,0.3624358033749082,1423.0,0.07692307692307693,0.6153846153846154,1.0,LMNA(1073); TTN(467); DSP(399); JUP(390); RYR2(301)
Parathyroid carcinoma,knowledge_filtered,1,1,1.0,262.0,262.0,262.0,0.0,1434.0,0.0,1.0,1.0,CDC73(262)
Brain small vessel disease 1,knowledge_filtered,1,1,1.0,261.0,261.0,261.0,0.0,1444.0,0.0,1.0,1.0,COL4A1(261)
Paraganglioma,knowledge_filtered,7,7,1.0,260.0,405.14285714285717,947.2,0.4641345960104775,1451.0,0.2857142857142857,0.5714285714285714,0.8571428571428571,RET(994); VHL(916); SDHB(328); SDHA(260); SDHD(177)
Waardenburg syndrome,knowledge_filtered,6,6,1.0,260.0,293.7142857142857,420.0,0.21150639244024458,1456.0,0.0,0.8571428571428571,1.0,SNAI2(420); SNAI2(420); MITF(386); EDNRB(260); PAX3(258)
Familial male-limited precocious puberty,knowledge_filtered,1,1,1.0,260.0,260.0,260.0,0.0,1453.0,0.0,1.0,1.0,LHCGR(260)
Leydig cell hypoplasia,knowledge_filtered,1,1,1.0,260.0,260.0,260.0,0.0,1453.0,0.0,1.0,1.0,LHCGR(260)
Protein S deficiency,knowledge_filtered,1,1,1.0,260.0,260.0,260.0,0.0,1457.0,0.0,1.0,1.0,PROS1(260)
Lesch-Nyhan syndrome,knowledge_filtered,1,1,1.0,259.0,259.0,259.0,0.0,1462.0,0.0,1.0,1.0,HPRT1(259)
Boomerang dysplasia,knowledge_filtered,1,1,1.0,259.0,259.0,259.0,0.0,1460.0,0.0,1.0,1.0,FLNB(259)
Larsen syndrome,knowledge_filtered,1,1,1.0,259.0,259.0,259.0,0.0,1460.0,0.0,1.0,1.0,FLNB(259)
craniofacial-deafness-hand syndrome,knowledge_filtered,1,1,1.0,258.0,258.0,258.0,0.0,1472.0,0.0,1.0,1.0,PAX3(258)
Cytochrome P450 oxidoreductase deficiency,knowledge_filtered,1,1,1.0,258.0,258.0,258.0,0.0,1477.0,0.0,1.0,1.0,POR(258)
Atypical hemolytic-uremic syndrome,knowledge_filtered,7,7,1.0,253.0,381.14285714285717,804.2,0.40983079888627116,1526.0,0.2857142857142857,0.7142857142857143,1.0,CFH(890); C3(747); THBD(348); CD46(253); CFB(231)
IMAGe syndrome,knowledge_filtered,1,1,1.0,252.0,252.0,252.0,0.0,1535.0,0.0,1.0,1.0,CDKN1C(252)
Spinocerebellar ataxia type 36,knowledge_filtered,1,1,1.0,251.0,251.0,251.0,0.0,1547.0,0.0,1.0,1.0,NOP56(251)
Primary cutaneous amyloidosis,knowledge_filtered,11,11,1.0,250.0,699.2727272727273,774.0,0.7103011393183,1551.0,0.18181818181818182,0.5454545454545454,0.9090909090909091,APOE(5224); ACTB(774); ACTG1(388); KRT5(316); KRT1(263)
Dermatopathia pigmentosa reticularis,knowledge_filtered,1,1,1.0,250.0,250.0,250.0,0.0,1551.0,0.0,1.0,1.0,KRT14(250)
Kabuki syndrome,knowledge_filtered,2,2,1.0,248.5,248.5,272.1,0.05935613682092544,1596.5,0.0,1.0,1.0,KMT2D(278); KDM6A(219)
Amyotrophic lateral sclerosis,knowledge_filtered,43,42,0.9767441860465116,248.0,355.2957746478873,836.0,0.48082182143842206,1577.0,0.23943661971830985,0.5492957746478874,0.971830985915493,SOD1(1324); SOD1(1324); SOD1(1324); TARDBP(1086); TARDBP(1086)
Autoimmune disease of central nervous system,knowledge_filtered,1,1,1.0,248.0,248.0,248.0,0.0,1572.0,0.0,1.0,1.0,MBP(248)
maturity-onset diabetes of the young,knowledge_filtered,14,14,1.0,247.5,313.64285714285717,576.4000000000001,0.42032403943130425,1654.5,0.21428571428571427,0.5,1.0,INS(1031); HNF4A(592); HNF1A(540); KCNJ11(423); GCK(353)
Corneal disease,knowledge_filtered,5,5,1.0,247.0,304.4,522.6,0.34165571616294343,1584.0,0.2,0.8,0.8,CYP1B1(591); PAX6(420); FOXC1(247); PITX2(226); FOXE3(38)
Epidermolytic hyperkeratosis,knowledge_filtered,2,2,1.0,247.0,247.0,259.8,0.03238866396761142,1585.0,0.0,1.0,1.0,KRT1(263); KRT10(231)
Pulmonary venoocclusive disease,knowledge_filtered,2,2,1.0,246.0,246.0,327.6,0.20731707317073167,2059.5,0.0,0.5,1.0,BMPR2(348); EIF2AK4(144)
Systemic lupus erythematosus,knowledge_filtered,27,27,1.0,245.0,389.35,778.2000000000007,0.5124951842814948,1591.0,0.225,0.625,0.95,CRP(2459); CTLA4(1335); CTLA4(1335); PDCD1(1248); XRCC6(726)
"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",knowledge_filtered,2,2,1.0,244.5,244.5,328.1,0.2137014314928425,2113.5,0.0,0.5,1.0,POLG(349); TWNK(140)
Melanoma,knowledge_filtered,30,30,1.0,243.0,930.9,2162.2000000000007,0.7243563576467218,1625.0,0.3333333333333333,0.5666666666666667,1.0,TP53(11608); BRAF(2743); CDKN2A(2695); TERT(2103); ATM(1572)
X-linked dystonia-parkinsonism,knowledge_filtered,1,1,1.0,243.0,243.0,243.0,0.0,1620.0,0.0,1.0,1.0,TAF1(243)
Familial partial lipodystrophy,knowledge_filtered,7,7,1.0,242.0,608.2857142857143,1553.0000000000005,0.5947795745822989,1638.0,0.2857142857142857,0.5714285714285714,1.0,PPARG(2273); LMNA(1073); AKT2(392); ADRA2A(242); PLIN1(114)
Catecholaminergic polymorphic ventricular tachycardia,knowledge_filtered,6,6,1.0,241.0,251.33333333333334,463.0,0.41136162687886824,1649.0,0.16666666666666666,0.6666666666666666,0.8333333333333334,CALM1(625); RYR2(301); CALM3(253); CALM2(229); CASQ2(85)
Neurodegeneration with brain iron accumulation 3,knowledge_filtered,1,1,1.0,241.0,241.0,241.0,0.0,1646.0,0.0,1.0,1.0,FTL(241)
hyperferritinemia-cataract syndrome,knowledge_filtered,1,1,1.0,241.0,241.0,241.0,0.0,1646.0,0.0,1.0,1.0,FTL(241)
Sturge-Weber syndrome,knowledge_filtered,2,2,1.0,240.5,240.5,331.3,0.2359667359667359,2307.5,0.0,0.5,1.0,GNAQ(354); LIFR(127)
Coffin-Lowry syndrome,knowledge_filtered,1,1,1.0,240.0,240.0,240.0,0.0,1650.0,0.0,1.0,1.0,RPS6KA3(240)
Factor XI deficiency,knowledge_filtered,1,1,1.0,238.0,238.0,238.0,0.0,1667.0,0.0,1.0,1.0,F11(238)
Triosephosphate isomerase deficiency,knowledge_filtered,1,1,1.0,237.0,237.0,237.0,0.0,1676.0,0.0,1.0,1.0,TPI1(237)
Axenfeld-Rieger syndrome,knowledge_filtered,2,2,1.0,236.5,236.5,244.9,0.022198731501057,1697.0,0.0,1.0,1.0,FOXC1(247); PITX2(226)
MHC class I deficiency,knowledge_filtered,3,3,1.0,236.0,218.66666666666666,279.2,0.16260162601626016,1684.0,0.0,0.6666666666666666,1.0,TAP1(290); TAP2(236); TAPBP(130)
Spinal muscular atrophy with lower extremity predominant,knowledge_filtered,2,2,1.0,234.0,234.0,335.6,0.2713675213675213,2684.5,0.0,0.5,1.0,DYNC1H1(361); BICD2(107)
Aceruloplasminemia,knowledge_filtered,1,1,1.0,234.0,234.0,234.0,0.0,1705.0,0.0,1.0,1.0,CP(234)
Coffin-Siris syndrome,knowledge_filtered,10,10,1.0,232.0,311.0,549.8999999999999,0.3365916398713827,1738.5,0.2,0.6,1.0,SMARCA4(756); SMARCB1(527); ARID1A(491); SOX4(274); SMARCC2(238)
Diamond-Blackfan anemia,knowledge_filtered,25,25,1.0,231.0,230.82926829268294,326.0,0.18468960682844365,1735.0,0.0,0.7560975609756098,0.9512195121951219,RPL5(360); RPL5(360); RPL11(354); RPL11(354); GATA1(326)
Hereditary neuropathy with liability to pressure palsies,knowledge_filtered,1,1,1.0,231.0,231.0,231.0,0.0,1743.0,0.0,1.0,1.0,PMP22(231)
Dopamine beta-hydroxylase deficiency,knowledge_filtered,1,1,1.0,231.0,231.0,231.0,0.0,1749.0,0.0,1.0,1.0,DBH(231)
Friedreich ataxia,knowledge_filtered,1,1,1.0,231.0,231.0,231.0,0.0,1748.0,0.0,1.0,1.0,FXN(231)
Hirschsprung's disease,knowledge_filtered,14,14,1.0,230.0,267.95,611.5000000000006,0.49997200970330286,1752.0,0.15,0.55,0.85,RET(994); RET(994); NRG1(569); ZEB2(350); L1CAM(334)
Diabetes insipidus,knowledge_filtered,4,4,1.0,230.0,240.25,311.40000000000003,0.1449011446409989,1786.0,0.0,0.5,1.0,AVP(333); WFS1(261); AQP2(199); AVPR2(168)
Long QT syndrome,knowledge_filtered,16,16,1.0,229.0,315.25925925925924,685.0,0.41096665274296856,1771.0,0.2962962962962963,0.5185185185185185,0.9259259259259259,SCN5A(730); SCN5A(730); KCNH2(685); KCNH2(685); KCNQ1(638)
Greenberg dysplasia,knowledge_filtered,1,1,1.0,229.0,229.0,229.0,0.0,1770.0,0.0,1.0,1.0,LBR(229)
Hereditary angioedema,knowledge_filtered,7,7,1.0,228.0,226.57142857142858,375.6,0.3120158529994596,1780.0,0.0,0.5714285714285714,0.8571428571428571,PLG(438); ANGPT1(334); SERPING1(244); F12(228); KNG1(201)
FG syndrome,knowledge_filtered,4,4,1.0,227.5,322.5,568.3000000000001,0.34069767441860466,1849.0,0.25,0.5,1.0,FLNA(697); MED12(268); CASK(187); UPF3B(138)
Nasu-Hakola disease,knowledge_filtered,2,2,1.0,227.5,227.5,326.3,0.27142857142857135,2780.0,0.0,0.5,1.0,TREM2(351); TYROBP(104)
Citrullinemia,knowledge_filtered,2,2,1.0,227.5,227.5,267.9,0.11098901098901104,1900.5,0.0,0.5,1.0,SLC25A13(278); ASS1(177)
Moyamoya disease,knowledge_filtered,1,1,1.0,227.0,227.0,227.0,0.0,1789.0,0.0,1.0,1.0,RNF213(227)
Apolipoprotein A-II associated Amyloidosis,knowledge_filtered,5,5,1.0,226.0,1306.6,3444.0000000000005,0.6612582274605847,1799.0,0.4,0.6,1.0,APOE(5224); ACTB(774); APOA4(226); APOA2(196); APCS(113)
Phenylketonuria,knowledge_filtered,4,4,1.0,226.0,207.4,323.0,0.2800385728061716,1809.0,0.0,0.6,1.0,PAH(323); PAH(323); GCH1(226); PTS(87); QDPR(78)
"dystonia, DOPA-responsive",knowledge_filtered,3,3,1.0,226.0,182.66666666666666,250.8,0.23357664233576644,1809.0,0.0,0.6666666666666666,1.0,TH(257); GCH1(226); SPR(65)
Apolipoprotein A-IV associated Amyloidosis,knowledge_filtered,3,3,1.0,226.0,1854.3333333333333,4224.400000000001,0.6124992510036552,1799.0,0.3333333333333333,0.6666666666666666,1.0,APOE(5224); APOA4(226); APCS(113)
Malignant hyperthermia,knowledge_filtered,2,2,1.0,225.5,225.5,321.1,0.2649667405764966,2747.0,0.0,0.5,1.0,RYR1(345); CACNA1S(106)
Myofibrillar myopathy,knowledge_filtered,8,8,1.0,225.0,237.875,419.4,0.3508276405675249,1826.0,0.0,0.5,1.0,TTN(467); CRYAB(399); BAG3(348); FLNC(245); DES(205)
Systemic scleroderma,knowledge_filtered,6,6,1.0,225.0,255.16666666666666,449.0,0.3608752449379491,1999.0,0.16666666666666666,0.5,1.0,PTPN22(589); STAT4(309); IRF5(285); TNFSF4(165); BLK(119)
myostatin-related muscle hypertrophy,knowledge_filtered,1,1,1.0,225.0,225.0,225.0,0.0,1826.0,0.0,1.0,1.0,MSTN(225)
Autoimmune polyendocrine syndrome type 1,knowledge_filtered,1,1,1.0,225.0,225.0,225.0,0.0,1815.0,0.0,1.0,1.0,AIRE(225)
Oculopharyngeal muscular dystrophy,knowledge_filtered,1,1,1.0,224.0,224.0,224.0,0.0,1834.0,0.0,1.0,1.0,PABPN1(224)
Lactose intolerance,knowledge_filtered,2,2,1.0,223.5,223.5,268.7,0.12639821029082765,1985.0,0.0,0.5,1.0,MCM6(280); LCT(167)
Nevoid basal cell carcinoma syndrome,knowledge_filtered,2,2,1.0,223.5,223.5,303.1,0.22259507829977632,2429.0,0.0,0.5,1.0,PTCH1(323); SUFU(124)
Aortic aneurysm,knowledge_filtered,16,16,1.0,223.0,312.0,619.5,0.4404797676282052,1881.0,0.25,0.5,0.875,SMAD3(1028); TGFBR2(622); TGFBR1(617); FBN1(526); TGFB2(389)
Cornelia de Lange syndrome,knowledge_filtered,7,7,1.0,223.0,255.71428571428572,404.80000000000007,0.27533918595371115,1837.0,0.0,0.5714285714285714,1.0,BRD4(511); SMC1A(334); SMC3(289); RAD21(223); NIPBL(194)
Parkinson's disease,knowledge_filtered,52,51,0.9807692307692307,222.0,423.2950819672131,987.0,0.5749367810290391,1850.0,0.22950819672131148,0.5081967213114754,0.9344262295081968,SNCA(2250); SNCA(2250); SNCA(2250); MAPT(2219); LRRK2(1107)
Smith-Lemli-Opitz syndrome,knowledge_filtered,1,1,1.0,222.0,222.0,222.0,0.0,1852.0,0.0,1.0,1.0,DHCR7(222)
Carnitine palmitoyltransferase I deficiency,knowledge_filtered,1,1,1.0,221.0,221.0,221.0,0.0,1858.0,0.0,1.0,1.0,CPT1A(221)
Familial hemiplegic migraine,knowledge_filtered,4,4,1.0,220.5,246.25,361.5,0.22055837563451774,2005.0,0.0,0.5,1.0,SCN1A(399); CACNA1A(274); ATP1A2(167); PRRT2(145)
Factor XIII deficiency,knowledge_filtered,2,2,1.0,220.0,220.0,332.8,0.32045454545454555,3485.0,0.0,0.5,1.0,F13A1(361); F13B(79)
platelet-type bleeding disorder 11,knowledge_filtered,1,1,1.0,220.0,220.0,220.0,0.0,1866.0,0.0,1.0,1.0,GP6(220)
Gout,knowledge_filtered,6,6,1.0,219.0,320.1666666666667,624.0,0.4234773555439875,1955.5,0.16666666666666666,0.5,1.0,ABCG2(944); SAA1(304); HPRT1(259); PRPS1(179); SLC2A9(172)
"blepharophimosis, ptosis, and epicanthus inversus syndrome",knowledge_filtered,1,1,1.0,219.0,219.0,219.0,0.0,1879.0,0.0,1.0,1.0,FOXL2(219)
Greig cephalopolysyndactyly syndrome,knowledge_filtered,1,1,1.0,217.0,217.0,217.0,0.0,1911.0,0.0,1.0,1.0,GLI3(217)
Pallister-Hall syndrome,knowledge_filtered,1,1,1.0,217.0,217.0,217.0,0.0,1911.0,0.0,1.0,1.0,GLI3(217)
Steatocystoma multiplex,knowledge_filtered,1,1,1.0,215.0,215.0,215.0,0.0,1928.0,0.0,1.0,1.0,KRT17(215)
Arterial calcification of infancy,knowledge_filtered,2,2,1.0,214.5,214.5,265.3,0.14801864801864806,2161.0,0.0,0.5,1.0,ENPP1(278); ABCC6(151)
Multiple myeloma,knowledge_filtered,9,9,1.0,214.0,655.1111111111111,1985.4,0.6535881200060305,1935.0,0.3333333333333333,0.5555555555555556,0.7777777777777778,BRAF(2743); CCND1(1796); FGFR3(615); IRF4(256); LIG4(214)
Menkes disease,knowledge_filtered,1,1,1.0,214.0,214.0,214.0,0.0,1933.0,0.0,1.0,1.0,ATP7A(214)
ITM2B-related cerebral amyloid angiopathy 2,knowledge_filtered,13,13,1.0,211.0,868.6923076923077,2680.000000000002,0.6917559550163819,1993.0,0.3076923076923077,0.5384615384615384,1.0,APOE(5224); APP(3187); CLU(652); CST3(646); SDC1(437)
Immunoglobulin Light-chain Amyloidosis,knowledge_filtered,5,5,1.0,211.0,1305.4,3482.8,0.6735100352382412,1993.0,0.4,0.6,1.0,APOE(5224); FN1(871); HSPG2(211); APCS(113); LAMA1(108)
Schwartz-Jampel syndrome 1,knowledge_filtered,1,1,1.0,211.0,211.0,211.0,0.0,1993.0,0.0,1.0,1.0,HSPG2(211)
CHARGE syndrome,knowledge_filtered,1,1,1.0,209.0,209.0,209.0,0.0,2014.0,0.0,0.0,1.0,CHD7(209)
Epidermolysis bullosa,knowledge_filtered,16,16,1.0,208.0,223.25,350.0,0.26480263157894735,2022.0,0.0,0.4375,0.875,DSP(399); ITGA6(365); PLEC(335); ITGB4(318); KRT5(316)
Hemochromatosis,knowledge_filtered,5,5,1.0,208.0,380.8,791.8000000000001,0.455672268907563,2021.0,0.2,0.4,1.0,HFE(1001); HAMP(478); SLC40A1(208); TFR2(123); HJV(94)
African iron overload,knowledge_filtered,1,1,1.0,208.0,208.0,208.0,0.0,2021.0,0.0,0.0,1.0,SLC40A1(208)
Epidermolysis bullosa dystrophica,knowledge_filtered,1,1,1.0,208.0,208.0,208.0,0.0,2024.0,0.0,0.0,1.0,COL7A1(208)
Glycogen storage disease II,knowledge_filtered,1,1,1.0,207.0,207.0,207.0,0.0,2031.0,0.0,0.0,1.0,GAA(207)
ACTH-independent macronodular adrenal hyperplasia,knowledge_filtered,7,7,1.0,205.0,358.7142857142857,822.2,0.5069124423963134,2054.0,0.2857142857142857,0.42857142857142855,1.0,APC(1019); GNAS(691); MEN1(387); FH(205); MC2R(97)
Dystonia 16,knowledge_filtered,1,1,1.0,205.0,205.0,205.0,0.0,2060.0,0.0,0.0,1.0,PRKRA(205)
Fumarase deficiency,knowledge_filtered,1,1,1.0,205.0,205.0,205.0,0.0,2054.0,0.0,0.0,1.0,FH(205)
Duane-radial ray syndrome,knowledge_filtered,1,1,1.0,204.0,204.0,204.0,0.0,2077.0,0.0,0.0,1.0,SALL4(204)
Down syndrome,knowledge_filtered,7,7,1.0,203.0,1369.5714285714287,4001.8000000000006,0.6574378995365748,2083.0,0.42857142857142855,0.42857142857142855,1.0,APOE(5224); APP(3187); CST3(646); C1QA(203); ABCA3(121)
Marsili syndrome,knowledge_filtered,1,1,1.0,203.0,203.0,203.0,0.0,2088.0,0.0,0.0,1.0,SCN9A(203)
Paroxysmal extreme pain disorder,knowledge_filtered,1,1,1.0,203.0,203.0,203.0,0.0,2088.0,0.0,0.0,1.0,SCN9A(203)
Erythromelalgia,knowledge_filtered,1,1,1.0,203.0,203.0,203.0,0.0,2088.0,0.0,0.0,1.0,SCN9A(203)
D-bifunctional protein deficiency,knowledge_filtered,1,1,1.0,203.0,203.0,203.0,0.0,2079.0,0.0,0.0,1.0,HSD17B4(203)
Congenital mirror movement disorder,knowledge_filtered,3,3,1.0,202.0,404.6666666666667,726.0,0.38550247116968706,2099.0,0.3333333333333333,0.3333333333333333,1.0,RAD51(857); NTN1(202); DCC(155)
Hidradenitis suppurativa,knowledge_filtered,3,3,1.0,201.0,392.0,742.6,0.4427437641723356,2116.0,0.3333333333333333,0.3333333333333333,1.0,PSEN1(878); NCSTN(201); PSENEN(97)
Congenital diaphragmatic hernia,knowledge_filtered,2,2,1.0,200.5,200.5,300.1,0.31047381546134667,3658.5,0.0,0.5,1.0,GATA4(325); ZFPM2(76)
Popliteal pterygium syndrome,knowledge_filtered,1,1,1.0,200.0,200.0,200.0,0.0,2128.0,0.0,0.0,1.0,IRF6(200)
Chronic granulomatous disease,knowledge_filtered,6,6,1.0,199.0,216.72727272727272,372.0,0.3087248322147651,2135.0,0.0,0.36363636363636365,0.9090909090909091,CYBB(372); CYBB(372); CYBA(354); CYBA(354); NCF1(199)
Nager acrofacial dysostosis,knowledge_filtered,1,1,1.0,199.0,199.0,199.0,0.0,2141.0,0.0,0.0,1.0,SF3B4(199)
Systemic primary carnitine deficiency disease,knowledge_filtered,1,1,1.0,199.0,199.0,199.0,0.0,2131.0,0.0,0.0,1.0,SLC22A5(199)
Macular degeneration,knowledge_filtered,4,4,1.0,198.0,271.5,538.6,0.45257826887661146,3796.0,0.25,0.5,1.0,PROM1(631); ABCA4(323); ELOVL4(73); CNGB3(59)
Congenital myopathy 1B,knowledge_filtered,2,2,1.0,198.0,198.0,315.6,0.3712121212121211,4884.5,0.0,0.5,1.0,RYR1(345); SELENON(51)
