Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Chondrodysplasia punctata,knowledge_full,6,6,1.0,77.0,81.11111111111111,115.80000000000001,0.23257229832572296,6240.0,0.0,0.0,0.8888888888888888,PEX5(147); AGPS(108); AGPS(108); EBP(83); GNPAT(77)
Hypohidrotic ectodermal dysplasia,knowledge_full,4,4,1.0,77.0,81.75,123.00000000000001,0.2561162079510704,6326.5,0.0,0.0,0.75,EDA(141); WNT10A(81); EDAR(73); EDARADD(32)
ICD10:Q824,knowledge_full,4,4,1.0,77.0,81.75,123.00000000000001,0.2561162079510704,6326.5,0.0,0.0,0.75,EDA(141); WNT10A(81); EDAR(73); EDARADD(32)
Rhizomelic chondrodysplasia punctata,knowledge_full,4,4,1.0,77.0,88.14285714285714,123.60000000000001,0.20282472794628387,6240.0,0.0,0.0,1.0,PEX5(147); AGPS(108); AGPS(108); GNPAT(77); GNPAT(77)
Familial focal epilepsy with variable foci,knowledge_full,3,3,1.0,77.0,77.33333333333333,90.6,0.0948275862068965,6296.0,0.0,0.0,1.0,DEPDC5(94); NPRL2(77); NPRL3(61)
Parietal foramina,knowledge_full,2,2,1.0,77.0,77.0,100.2,0.1883116883116882,6913.5,0.0,0.0,1.0,MSX2(106); ALX4(48)
Glycogen storage disease I,knowledge_full,2,1,0.5,77.0,77.0,77.0,0.0,6268.0,0.0,0.0,1.0,SLC37A4(77)
Autosomal recessive distal hereditary motor neuronopathy 1,knowledge_full,1,1,1.0,77.0,77.0,77.0,0.0,6249.0,0.0,0.0,1.0,IGHMBP2(77)
Autosomal recessive distal hereditary motor neuronopathy,knowledge_full,1,1,1.0,77.0,77.0,77.0,0.0,6249.0,0.0,0.0,1.0,IGHMBP2(77)
Marinesco-Sjogren syndrome,knowledge_full,1,1,1.0,77.0,77.0,77.0,0.0,6264.0,0.0,0.0,1.0,SIL1(77)
Sideroblastic anemia,knowledge_full,3,3,1.0,76.0,80.66666666666667,97.6,0.11019283746556467,6369.0,0.0,0.0,1.0,ABCB7(103); ALAS2(76); TRNT1(63)
ICD10:D643,knowledge_full,3,3,1.0,76.0,80.66666666666667,97.6,0.11019283746556467,6369.0,0.0,0.0,1.0,ABCB7(103); ALAS2(76); TRNT1(63)
Lafora disease,knowledge_full,2,2,1.0,76.0,76.0,94.4,0.1513157894736843,6768.0,0.0,0.0,1.0,EPM2A(99); NHLRC1(53)
Hypermanganesemia with dystonia,knowledge_full,2,2,1.0,76.0,76.0,103.2,0.2236842105263157,7298.0,0.0,0.0,0.5,SLC39A14(110); SLC30A10(42)
Neurodegeneration with brain iron accumulation 5,knowledge_full,1,1,1.0,76.0,76.0,76.0,0.0,6334.0,0.0,0.0,1.0,WDR45(76)
Bietti crystalline corneoretinal dystrophy,knowledge_full,1,1,1.0,76.0,76.0,76.0,0.0,6383.0,0.0,0.0,1.0,CYP4V2(76)
alpha-mannosidosis,knowledge_full,1,1,1.0,76.0,76.0,76.0,0.0,6313.0,0.0,0.0,1.0,MAN2B1(76)
Chanarin-Dorfman syndrome,knowledge_full,1,1,1.0,76.0,76.0,76.0,0.0,6356.0,0.0,0.0,1.0,ABHD5(76)
Sideroblastic anemia 1,knowledge_full,1,1,1.0,76.0,76.0,76.0,0.0,6369.0,0.0,0.0,1.0,ALAS2(76)
Organic acidemia,knowledge_full,21,20,0.9523809523809523,75.0,80.91304347826087,123.0,0.28128869471766,6454.0,0.0,0.0,0.7391304347826086,DLD(162); PCCA(137); PCCB(123); DBT(123); DBT(123)
Jacobsen Syndrome,knowledge_full,5,5,1.0,75.0,166.8,360.20000000000005,0.4940047961630696,6438.0,0.0,0.4,0.8,ETS1(453); FLI1(221); ARHGAP32(75); NRGN(73); BSX(12)
Warsaw breakage syndrome,knowledge_full,1,1,1.0,75.0,75.0,75.0,0.0,6409.0,0.0,0.0,1.0,DDX11(75)
ICD10:Q878,knowledge_full,20,20,1.0,74.5,118.03846153846153,192.0,0.4321001579066095,6505.0,0.038461538461538464,0.038461538461538464,0.8076923076923077,MYH9(695); COL4A5(198); COL4A5(198); ACSL4(186); COL4A3(178)
Sensory system disease,knowledge_full,587,572,0.9744463373083475,74.0,179.56953642384107,356.0,0.6282613081909187,6546.0,0.0684326710816777,0.1986754966887417,0.7428256070640177,APOE(5224); APOE(5224); APOE(5224); APOE(5224); CTNNB1(3354)
Potocki-Shaffer syndrome,knowledge_full,3,3,1.0,74.0,90.0,133.2,0.24691358024691365,6543.0,0.0,0.0,1.0,EXT2(148); PHF21A(74); ALX4(48)
Glutathione synthetase deficiency,knowledge_full,1,1,1.0,74.0,74.0,74.0,0.0,6545.0,0.0,0.0,1.0,GSS(74)
ICD10:E720,knowledge_full,4,4,1.0,73.5,68.66666666666667,82.0,0.12378640776699035,6552.0,0.0,0.0,0.8333333333333334,CTNS(86); SLC3A1(78); SLC3A1(78); SLC7A9(69); SLC7A9(69)
Ureteral disease,knowledge_full,2,2,1.0,73.5,73.5,78.0,0.030612244897959107,6552.0,0.0,0.0,1.0,SLC3A1(78); SLC3A1(78); SLC7A9(69); SLC7A9(69)
Cystinuria,knowledge_full,2,2,1.0,73.5,73.5,78.0,0.030612244897959107,6552.0,0.0,0.0,1.0,SLC3A1(78); SLC3A1(78); SLC7A9(69); SLC7A9(69)
Paroxysmal nocturnal hemoglobinuria,knowledge_full,2,2,1.0,73.5,73.5,77.9,0.03741496598639449,6548.0,0.0,0.0,1.0,PIGT(79); PIGA(68)
Hemoglobinuria,knowledge_full,2,2,1.0,73.5,73.5,77.9,0.03741496598639449,6548.0,0.0,0.0,1.0,PIGT(79); PIGA(68)
Hyperprolinemia,knowledge_full,2,2,1.0,73.5,73.5,91.5,0.15306122448979598,6957.0,0.0,0.0,1.0,PRODH(96); ALDH4A1(51)
Vitamin metabolic disorder,knowledge_full,6,6,1.0,73.0,90.66666666666667,158.5,0.31617647058823534,6976.0,0.0,0.0,0.8333333333333334,FOLR1(171); TCN2(146); SLC46A1(94); PNPO(52); TTPA(51)
Neuroacanthocytosis,knowledge_full,2,2,1.0,73.0,73.0,98.6,0.2191780821917808,7481.0,0.0,0.0,0.5,VPS13A(105); XK(41)
Isolated hyperchlorhidrosis,knowledge_full,1,1,1.0,73.0,73.0,73.0,0.0,6637.0,0.0,0.0,1.0,CA12(73)
Hepatic venoocclusive disease with immunodeficiency,knowledge_full,1,1,1.0,73.0,73.0,73.0,0.0,6632.0,0.0,0.0,1.0,SP110(73)
Ocular albinism 1,knowledge_full,1,1,1.0,73.0,73.0,73.0,0.0,6589.0,0.0,0.0,1.0,GPR143(73)
RNASET2-deficient cystic leukoencephalopathy,knowledge_full,1,1,1.0,73.0,73.0,73.0,0.0,6598.0,0.0,0.0,1.0,RNASET2(73)
limb-girdle muscular dystrophy,knowledge_full,42,41,0.9761904761904762,72.0,128.92753623188406,218.0,0.46284602752580545,6682.0,0.014492753623188406,0.14492753623188406,0.855072463768116,LMNA(1073); TTN(467); TTN(467); PLEC(335); PLEC(335)
Cherubism,knowledge_full,1,1,1.0,72.0,72.0,72.0,0.0,6664.0,0.0,0.0,1.0,SH3BP2(72)
ICD10:K1,knowledge_full,1,1,1.0,72.0,72.0,72.0,0.0,6664.0,0.0,0.0,1.0,SH3BP2(72)
ICD10:K10,knowledge_full,1,1,1.0,72.0,72.0,72.0,0.0,6664.0,0.0,0.0,1.0,SH3BP2(72)
ICD10:K108,knowledge_full,1,1,1.0,72.0,72.0,72.0,0.0,6664.0,0.0,0.0,1.0,SH3BP2(72)
Combined oxidative phosphorylation deficiency,knowledge_full,2,2,1.0,71.5,71.5,83.1,0.10139860139860146,6913.5,0.0,0.0,1.0,GFM1(86); EARS2(57)
Williams-Beuren syndrome,knowledge_full,28,27,0.9642857142857143,71.0,106.53333333333333,199.4,0.43172715894868585,6786.0,0.0,0.06666666666666667,0.7,GTF2I(340); ELN(311); STX1A(203); NCF1(199); CLDN4(178)
Primary hypomagnesemia,knowledge_full,1,1,1.0,71.0,71.0,71.0,0.0,6733.0,0.0,0.0,1.0,TRPM6(71)
Holocarboxylase synthetase deficiency,knowledge_full,1,1,1.0,71.0,71.0,71.0,0.0,6743.0,0.0,0.0,1.0,HLCS(71)
Tetraamelia syndrome,knowledge_full,2,2,1.0,70.5,70.5,75.7,0.046099290780141855,6832.5,0.0,0.0,1.0,WNT3(77); RSPO2(64)
Megalencephalic leukoencephalopathy with subcortical cysts,knowledge_full,2,2,1.0,70.5,70.5,82.1,0.1028368794326242,6987.0,0.0,0.0,1.0,MLC1(85); HEPACAM(56)
Mitochondrial complex I deficiency,knowledge_full,42,34,0.8095238095238095,70.0,81.91428571428571,151.20000000000005,0.27594797947082567,6830.0,0.0,0.0,0.8,NDUFS3(180); NDUFS2(165); NDUFA13(164); NDUFS1(164); NDUFA9(132)
ICD10:E711,knowledge_full,8,8,1.0,70.0,75.125,127.2,0.3217554076539102,6851.0,0.0,0.0,0.625,PCCA(137); PCCB(123); MMUT(118); MMAB(73); IVD(67)
cartilage-hair hypoplasia,knowledge_full,1,1,1.0,70.0,70.0,70.0,0.0,6813.0,0.0,0.0,1.0,RMRP(70)
ICD10:H,knowledge_full,515,498,0.9669902912621359,69.5,165.80769230769232,323.0,0.6260331898939117,6881.0,0.057692307692307696,0.17032967032967034,0.7376373626373627,APOE(5224); APOE(5224); APOE(5224); CTNNB1(3354); TLR4(2775)
Retinal degeneration,knowledge_full,174,169,0.9712643678160919,69.0,154.43129770992365,323.0,0.6011174458638994,6902.0,0.04961832061068702,0.15648854961832062,0.7519083969465649,APOE(5224); TLR4(2775); CFH(890); CFH(890); AHR(805)
Eye degenerative disease,knowledge_full,174,169,0.9712643678160919,69.0,154.43129770992365,323.0,0.6011174458638994,6902.0,0.04961832061068702,0.15648854961832062,0.7519083969465649,APOE(5224); TLR4(2775); CFH(890); CFH(890); AHR(805)
ICD10:G318,knowledge_full,82,67,0.8170731707317073,69.0,255.96296296296296,296.0,0.7264639838796979,6962.0,0.04938271604938271,0.16049382716049382,0.8024691358024691,APOE(5224); APP(3187); SNCA(2250); SNCA(2250); AIFM1(450)
Short chain acyl-CoA dehydrogenase deficiency,knowledge_full,1,1,1.0,69.0,69.0,69.0,0.0,6971.0,0.0,0.0,1.0,ACADS(69)
Aspartylglucosaminuria,knowledge_full,1,1,1.0,69.0,69.0,69.0,0.0,6926.0,0.0,0.0,1.0,AGA(69)
Agenesis of the corpus callosum with peripheral neuropathy,knowledge_full,1,1,1.0,69.0,69.0,69.0,0.0,6980.0,0.0,0.0,1.0,SLC12A6(69)
Nonsyndromic congenital nail disorder 1,knowledge_full,1,1,1.0,69.0,69.0,69.0,0.0,6960.0,0.0,0.0,1.0,FZD6(69)
Chylomicron retention disease,knowledge_full,1,1,1.0,69.0,69.0,69.0,0.0,6965.0,0.0,0.0,1.0,SAR1B(69)
Senior-Loken syndrome,knowledge_full,6,6,1.0,68.5,86.3,168.0,0.2661645422943222,7031.5,0.0,0.0,0.8,CEP290(168); CEP290(168); NPHP1(93); NPHP1(93); IQCB1(75)
Multiple carboxylase deficiency,knowledge_full,2,2,1.0,68.5,68.5,70.5,0.018248175182481674,6966.0,0.0,0.0,1.0,HLCS(71); BTD(66)
ICD10:H3,knowledge_full,210,205,0.9761904761904762,68.0,155.03939393939393,323.0,0.6180298973157093,7023.0,0.045454545454545456,0.14545454545454545,0.7272727272727273,APOE(5224); CTNNB1(3354); TLR4(2775); RB1(1418); CFH(890)
ICD10:G8,knowledge_full,75,74,0.9866666666666667,68.0,107.59770114942529,200.40000000000012,0.43797265986171535,7017.0,0.011494252873563218,0.10344827586206896,0.7241379310344828,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
Leber congenital amaurosis,knowledge_full,28,28,1.0,68.0,83.02127659574468,135.0,0.3195633444932768,7013.0,0.0,0.02127659574468085,0.7446808510638298,TUBB4B(337); CEP290(168); CEP290(168); MYO7A(164); RPE65(135)
Stickler syndrome,knowledge_full,7,7,1.0,68.0,115.75,224.19999999999996,0.3968682505399568,7026.0,0.0,0.125,0.875,COL2A1(381); COL11A1(157); COL11A2(86); COL9A2(69); COL9A1(67)
Myopia,knowledge_full,7,7,1.0,68.0,83.14285714285714,138.4,0.28816887579774175,7005.0,0.0,0.0,0.8571428571428571,LRPAP1(163); SCO2(122); P4HA2(90); ZNF644(68); PRIMPOL(63)
ICD10:H521,knowledge_full,7,7,1.0,68.0,83.14285714285714,138.4,0.28816887579774175,7005.0,0.0,0.0,0.8571428571428571,LRPAP1(163); SCO2(122); P4HA2(90); ZNF644(68); PRIMPOL(63)
Multiple epiphyseal dysplasia,knowledge_full,6,6,1.0,68.0,89.66666666666667,138.0,0.2224287484510533,7026.0,0.0,0.0,1.0,COMP(194); SLC26A2(82); COL9A2(69); COL9A1(67); MATN3(65)
Hereditary spastic paraplegia 5A,knowledge_full,1,1,1.0,68.0,68.0,68.0,0.0,7017.0,0.0,0.0,1.0,CYP7B1(68)
Gnathodiaphyseal dysplasia,knowledge_full,1,1,1.0,68.0,68.0,68.0,0.0,7078.0,0.0,0.0,1.0,ANO5(68)
ICD10:G11,knowledge_full,74,73,0.9864864864864865,67.5,123.3953488372093,216.0,0.5093926138903742,7075.5,0.023255813953488372,0.11627906976744186,0.7209302325581395,ATM(1572); HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334)
ICD10:H35,knowledge_full,208,203,0.9759615384615384,67.0,155.14634146341464,323.0,0.6197241862569546,7132.0,0.04573170731707317,0.14634146341463414,0.725609756097561,APOE(5224); CTNNB1(3354); TLR4(2775); RB1(1418); CFH(890)
Hereditary spastic paraplegia,knowledge_full,73,72,0.9863013698630136,67.0,106.3529411764706,204.6000000000002,0.4428787090057262,7134.0,0.011764705882352941,0.10588235294117647,0.7176470588235294,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
Paraplegia,knowledge_full,73,72,0.9863013698630136,67.0,106.3529411764706,204.6000000000002,0.4428787090057262,7134.0,0.011764705882352941,0.10588235294117647,0.7176470588235294,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
ICD10:G114,knowledge_full,73,72,0.9863013698630136,67.0,106.3529411764706,204.6000000000002,0.4428787090057262,7134.0,0.011764705882352941,0.10588235294117647,0.7176470588235294,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
ICD10:G82,knowledge_full,73,72,0.9863013698630136,67.0,106.3529411764706,204.6000000000002,0.4428787090057262,7134.0,0.011764705882352941,0.10588235294117647,0.7176470588235294,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
ICD10:G822,knowledge_full,73,72,0.9863013698630136,67.0,106.3529411764706,204.6000000000002,0.4428787090057262,7134.0,0.011764705882352941,0.10588235294117647,0.7176470588235294,HSPD1(728); UCHL1(410); L1CAM(334); L1CAM(334); SPTAN1(327)
Primary ovarian insufficiency,knowledge_full,28,27,0.9642857142857143,67.0,174.32142857142858,476.50000000000045,0.6433181139696197,7147.5,0.10714285714285714,0.21428571428571427,0.6071428571428571,TP63(963); FMR1(914); FMR1(914); NR5A1(289); ERCC6(273)
"GM2 gangliosidosis, AB variant",knowledge_full,1,1,1.0,67.0,67.0,67.0,0.0,7107.0,0.0,0.0,1.0,GM2A(67)
Isovaleric acidemia,knowledge_full,1,1,1.0,67.0,67.0,67.0,0.0,7121.0,0.0,0.0,1.0,IVD(67)
Retinal disease,knowledge_full,208,203,0.9759615384615384,66.0,155.02140672782875,323.0,0.6206127983811088,7240.0,0.045871559633027525,0.14678899082568808,0.7247706422018348,APOE(5224); CTNNB1(3354); TLR4(2775); RB1(1418); CFH(890)
ICD10:H359,knowledge_full,208,203,0.9759615384615384,66.0,155.02140672782875,323.0,0.6206127983811088,7240.0,0.045871559633027525,0.14678899082568808,0.7247706422018348,APOE(5224); CTNNB1(3354); TLR4(2775); RB1(1418); CFH(890)
Leigh disease,knowledge_full,77,63,0.8181818181818182,66.0,101.84210526315789,226.0,0.41287569699442406,7205.0,0.0,0.11842105263157894,0.7894736842105263,AIFM1(450); POLG(349); POLG(349); LRPPRC(296); LRPPRC(296)
Renal tubular transport disease,knowledge_full,11,11,1.0,66.0,92.17647058823529,171.6,0.30819475205525737,7213.0,0.0,0.0,0.7647058823529411,MAGED2(182); SCNN1B(174); OCRL(170); SLC12A3(167); SCNN1G(139)
Spondyloepiphyseal dysplasia,knowledge_full,3,3,1.0,66.0,164.0,318.0,0.45528455284552843,7238.0,0.0,0.3333333333333333,1.0,COL2A1(381); TRAPPC2(66); CHST3(45)
Familial encephalopathy with neuroserpin inclusion bodies,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7226.0,0.0,0.0,1.0,SERPINI1(66)
Linear skin defects with multiple congenital anomalies 1,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7247.0,0.0,0.0,1.0,HCCS(66)
MLS syndrome,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7247.0,0.0,0.0,1.0,HCCS(66)
Chediak-Higashi syndrome,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7229.0,0.0,0.0,1.0,LYST(66)
X-linked spondyloepiphyseal dysplasia tarda,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7238.0,0.0,0.0,1.0,TRAPPC2(66)
Spondyloepiphyseal dysplasia tarda,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7238.0,0.0,0.0,1.0,TRAPPC2(66)
Biotinidase deficiency,knowledge_full,1,1,1.0,66.0,66.0,66.0,0.0,7189.0,0.0,0.0,1.0,BTD(66)
Peroxisomal disease,knowledge_full,23,22,0.9565217391304348,65.0,95.0,147.0,0.3517130777081207,7294.0,0.0,0.05263157894736842,0.868421052631579,CAT(482); SAA1(304); HSD17B4(203); PEX5(147); PEX5(147)
X-linked lissencephaly 2,knowledge_full,2,2,1.0,65.0,65.0,95.4,0.2923076923076924,8965.5,0.0,0.0,0.5,ARX(103); GPR101(27)
Fukuyama congenital muscular dystrophy,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7329.0,0.0,0.0,1.0,FKTN(65)
Congenital muscular dystrophy-dystroglycanopathy type A,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7329.0,0.0,0.0,1.0,FKTN(65)
Muscular dystrophy-dystroglycanopathy,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7329.0,0.0,0.0,1.0,FKTN(65)
Sepiapterin reductase deficiency,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7262.0,0.0,0.0,1.0,SPR(65)
McKusick-Kaufman syndrome,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7258.0,0.0,0.0,1.0,MKKS(65)
Aarskog syndrome,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7299.0,0.0,0.0,1.0,FGD1(65)
X-linked Aarskog syndrome,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7299.0,0.0,0.0,1.0,FGD1(65)
17-beta hydroxysteroid dehydrogenase 3 deficiency,knowledge_full,1,1,1.0,65.0,65.0,65.0,0.0,7283.0,0.0,0.0,1.0,HSD17B3(65)
Mitochondrial metabolism disease,knowledge_full,131,113,0.8625954198473282,64.0,91.58928571428571,180.0,0.3983190046019057,7405.5,0.0,0.07738095238095238,0.75,AIFM1(450); POLG(349); POLG(349); POLG(349); POLG(349)
cytochrome-c oxidase deficiency disease,knowledge_full,92,76,0.8260869565217391,64.0,93.11458333333333,206.5,0.43045339709885516,7438.0,0.0,0.10416666666666667,0.7291666666666666,AIFM1(450); POLG(349); POLG(349); LRPPRC(296); LRPPRC(296)
Megaloblastic anemia,knowledge_full,2,2,1.0,64.0,64.0,95.2,0.3046875,9136.0,0.0,0.0,0.5,CUBN(103); AMN(25)
Macrocytic anemia,knowledge_full,2,2,1.0,64.0,64.0,95.2,0.3046875,9136.0,0.0,0.0,0.5,CUBN(103); AMN(25)
ICD10:D53,knowledge_full,2,2,1.0,64.0,64.0,95.2,0.3046875,9136.0,0.0,0.0,0.5,CUBN(103); AMN(25)
ICD10:D531,knowledge_full,2,2,1.0,64.0,64.0,95.2,0.3046875,9136.0,0.0,0.0,0.5,CUBN(103); AMN(25)
Syndromic X-linked intellectual disability Snyder type,knowledge_full,1,1,1.0,64.0,64.0,64.0,0.0,7437.0,0.0,0.0,1.0,SMS(64)
Cranial nerve disease,knowledge_full,21,11,0.5238095238095238,63.0,107.0909090909091,165.0,0.43170242321345886,7519.0,0.0,0.09090909090909091,0.7272727272727273,TUBB3(374); NDUFS2(165); TUBB2B(152); MAFB(117); KIF21A(101)
ICD10:G52,knowledge_full,21,11,0.5238095238095238,63.0,107.0909090909091,165.0,0.43170242321345886,7519.0,0.0,0.09090909090909091,0.7272727272727273,TUBB3(374); NDUFS2(165); TUBB2B(152); MAFB(117); KIF21A(101)
ICD10:G529,knowledge_full,21,11,0.5238095238095238,63.0,107.0909090909091,165.0,0.43170242321345886,7519.0,0.0,0.09090909090909091,0.7272727272727273,TUBB3(374); NDUFS2(165); TUBB2B(152); MAFB(117); KIF21A(101)
Refractive error,knowledge_full,11,11,1.0,63.0,75.45454545454545,122.0,0.3058050383351588,7519.0,0.0,0.0,0.8181818181818182,LRPAP1(163); SCO2(122); MAFB(117); P4HA2(90); ZNF644(68)
ICD10:H52,knowledge_full,11,11,1.0,63.0,75.45454545454545,122.0,0.3058050383351588,7519.0,0.0,0.0,0.8181818181818182,LRPAP1(163); SCO2(122); MAFB(117); P4HA2(90); ZNF644(68)
ICD10:H527,knowledge_full,11,11,1.0,63.0,75.45454545454545,122.0,0.3058050383351588,7519.0,0.0,0.0,0.8181818181818182,LRPAP1(163); SCO2(122); MAFB(117); P4HA2(90); ZNF644(68)
triple-A syndrome,knowledge_full,3,3,1.0,63.0,84.0,123.80000000000001,0.2354497354497355,7497.0,0.0,0.0,1.0,AAAS(139); GMPPA(63); TRAPPC11(50)
Cerebral creatine deficiency syndrome,knowledge_full,3,3,1.0,63.0,74.33333333333333,103.0,0.19730941704035873,7546.0,0.0,0.0,1.0,SLC6A8(113); GATM(63); GAMT(47)
"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7503.0,0.0,0.0,1.0,TRNT1(63)
Congenital nystagmus 1,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7560.0,0.0,0.0,1.0,FRMD7(63)
Congenital nystagmus,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7560.0,0.0,0.0,1.0,FRMD7(63)
Pathologic nystagmus,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7560.0,0.0,0.0,1.0,FRMD7(63)
ICD10:H55,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7560.0,0.0,0.0,1.0,FRMD7(63)
Pulmonary alveolar microlithiasis,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7525.0,0.0,0.0,1.0,SLC34A2(63)
AGAT deficiency,knowledge_full,1,1,1.0,63.0,63.0,63.0,0.0,7546.0,0.0,0.0,1.0,GATM(63)
Mitochondrial complex III deficiency,knowledge_full,9,8,0.8888888888888888,62.5,79.5,145.5,0.32861635220125784,7693.5,0.0,0.0,0.75,UQCRC2(191); CYC1(126); BCS1L(78); UQCRB(75); UQCRQ(50)
Bartter disease,knowledge_full,6,6,1.0,62.0,66.9090909090909,77.0,0.27000988142292487,7638.0,0.0,0.0,0.6363636363636364,MAGED2(182); SLC12A1(77); SLC12A1(77); CLCNKB(66); CLCNKB(66)
Postaxial acrofacial dysostosis,knowledge_full,1,1,1.0,62.0,62.0,62.0,0.0,7622.0,0.0,0.0,1.0,DHODH(62)
Autosomal recessive congenital ichthyosis 4B,knowledge_full,1,1,1.0,62.0,62.0,62.0,0.0,7594.0,0.0,0.0,1.0,ABCA12(62)
Argininosuccinic aciduria,knowledge_full,1,1,1.0,62.0,62.0,62.0,0.0,7575.0,0.0,0.0,1.0,ASL(62)
Xia-Gibbs Syndrome,knowledge_full,1,1,1.0,62.0,62.0,62.0,0.0,7618.0,0.0,0.0,1.0,AHDC1(62)
Congenital disorder of glycosylation type IIm,knowledge_full,1,1,1.0,62.0,62.0,62.0,0.0,7573.0,0.0,0.0,1.0,SLC35A2(62)
Nonsyndromic deafness,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
Auditory system disease,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:H7,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:H70,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:H9,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:H93,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:H939,knowledge_full,144,138,0.9583333333333334,61.5,124.12727272727273,263.99999999999994,0.5946485878264112,7666.5,0.04090909090909091,0.13636363636363635,0.6636363636363637,MET(1417); MET(1417); NLRP3(1288); GJB2(860); GJB2(860)
ICD10:Q74,knowledge_full,7,7,1.0,61.0,151.11111111111111,258.6000000000001,0.4880718954248366,7763.0,0.1111111111111111,0.1111111111111111,1.0,RUNX2(641); TPM2(163); TPM2(163); FBN2(118); MYH3(61)
Distal arthrogryposis,knowledge_full,6,6,1.0,61.0,89.875,163.0,0.27207927677329624,7763.0,0.0,0.0,1.0,TPM2(163); TPM2(163); FBN2(118); MYH3(61); MYH3(61)
ICD10:Q743,knowledge_full,6,6,1.0,61.0,89.875,163.0,0.27207927677329624,7763.0,0.0,0.0,1.0,TPM2(163); TPM2(163); FBN2(118); MYH3(61); MYH3(61)
Fundus albipunctatus,knowledge_full,3,3,1.0,61.0,84.0,120.2,0.20899470899470898,7733.0,0.0,0.0,1.0,RPE65(135); RDH5(61); RLBP1(56)
Freeman-Sheldon syndrome,knowledge_full,1,1,1.0,61.0,61.0,61.0,0.0,7763.0,0.0,0.0,1.0,MYH3(61)
DOORS syndrome,knowledge_full,1,1,1.0,61.0,61.0,61.0,0.0,7753.0,0.0,0.0,1.0,TBC1D24(61)
biotin-responsive basal ganglia disease,knowledge_full,1,1,1.0,61.0,61.0,61.0,0.0,7714.0,0.0,0.0,1.0,SLC19A3(61)
Basal ganglia disease,knowledge_full,1,1,1.0,61.0,61.0,61.0,0.0,7714.0,0.0,0.0,1.0,SLC19A3(61)
