Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Progressive myoclonus epilepsy 4,knowledge_full,1,1,1.0,142.0,142.0,142.0,0.0,3257.0,0.0,0.0,1.0,SCARB2(142)
Developmental and epileptic encephalopathy,knowledge_full,29,29,1.0,141.0,145.90322580645162,259.0,0.3045937252608531,3282.0,0.0,0.16129032258064516,1.0,SCN1A(399); SMC1A(334); WWOX(329); KARS1(259); AIMP1(216)
Craniosynostosis,knowledge_full,26,26,1.0,141.0,279.5357142857143,711.0,0.4982888901056781,3285.0,0.2857142857142857,0.42857142857142855,0.8928571428571429,FGFR1(758); TWIST1(748); FGFR2(711); FGFR2(711); TGFBR2(622)
ICD10:Q750,knowledge_full,26,26,1.0,141.0,279.5357142857143,711.0,0.4982888901056781,3285.0,0.2857142857142857,0.42857142857142855,0.8928571428571429,FGFR1(758); TWIST1(748); FGFR2(711); FGFR2(711); TGFBR2(622)
Developmental and epileptic encephalopathy 14,knowledge_full,25,25,1.0,141.0,151.52,301.0000000000001,0.32810982048574444,3275.0,0.0,0.2,1.0,SCN1A(399); SMC1A(334); WWOX(329); KARS1(259); AIMP1(216)
Spinal muscular atrophy,knowledge_full,15,15,1.0,141.0,391.1333333333333,671.3999999999999,0.629646042838475,3276.0,0.13333333333333333,0.4,0.9333333333333333,AR(2708); HSPB1(807); SMN1(468); DYNC1H1(361); UBA1(343)
ICD10:G129,knowledge_full,15,15,1.0,141.0,391.1333333333333,671.3999999999999,0.629646042838475,3276.0,0.13333333333333333,0.4,0.9333333333333333,AR(2708); HSPB1(807); SMN1(468); DYNC1H1(361); UBA1(343)
Childhood electroclinical syndrome,knowledge_full,12,12,1.0,141.0,148.76923076923077,203.80000000000004,0.281282316442606,3282.0,0.0,0.15384615384615385,0.9230769230769231,SCN1A(399); DNM1(212); STXBP1(171); GABRG2(168); GABRA1(157)
Childhood absence epilepsy,knowledge_full,5,5,1.0,141.0,123.8,163.6,0.20420032310177713,3282.0,0.0,0.0,0.8,GABRG2(168); GABRA1(157); GABRB3(141); CACNA1H(129); JRK(24)
Developmental and epileptic encephalopathy 2,knowledge_full,1,1,1.0,141.0,141.0,141.0,0.0,3275.0,0.0,0.0,1.0,CDKL5(141)
Cerebrovascular disease,knowledge_full,4,4,1.0,140.5,148.75,202.10000000000002,0.17941176470588238,3304.0,0.0,0.25,1.0,RNF213(227); KRIT1(144); PDCD10(137); CCM2(87)
ICD10:I67,knowledge_full,4,4,1.0,140.5,148.75,202.10000000000002,0.17941176470588238,3304.0,0.0,0.25,1.0,RNF213(227); KRIT1(144); PDCD10(137); CCM2(87)
ICD10:I679,knowledge_full,4,4,1.0,140.5,148.75,202.10000000000002,0.17941176470588238,3304.0,0.0,0.25,1.0,RNF213(227); KRIT1(144); PDCD10(137); CCM2(87)
Autosomal recessive cerebellar ataxia,knowledge_full,9,9,1.0,140.0,423.77777777777777,1386.4,0.5920293654955427,3318.0,0.2222222222222222,0.3333333333333333,0.8888888888888888,ATM(1572); XRCC1(1340); FXN(231); SYNE1(163); SETX(140)
Complement component 2 deficiency,knowledge_full,1,1,1.0,140.0,140.0,140.0,0.0,3324.0,0.0,0.0,1.0,C2(140)
Mitochondrial DNA depletion syndrome 7,knowledge_full,1,1,1.0,140.0,140.0,140.0,0.0,3323.0,0.0,0.0,1.0,TWNK(140)
Chronic pulmonary heart disease,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
Primary pulmonary hypertension,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
Congestive heart failure,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
Cor pulmonale,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I2,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I27,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I270,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I279,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I50,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
ICD10:I500,knowledge_full,10,10,1.0,139.5,289.5,600.6999999999998,0.5346113989637306,3344.0,0.2,0.3,0.9,CAV1(1219); ENG(532); BMPR2(348); ACVRL1(195); EIF2AK4(144)
Interstitial lung disease 1,knowledge_full,25,25,1.0,139.0,647.32,2172.6000000000004,0.708303775566953,3345.0,0.24,0.4,0.92,TGFB1(5005); HLA-DRB1(2868); MAPT(2219); TERT(2103); TLR3(749)
Interstitial lung disease,knowledge_full,25,25,1.0,139.0,647.32,2172.6000000000004,0.708303775566953,3345.0,0.24,0.4,0.92,TGFB1(5005); HLA-DRB1(2868); MAPT(2219); TERT(2103); TLR3(749)
Pachyonychia congenita,knowledge_full,5,5,1.0,139.0,131.4,189.0,0.22770167427701668,3343.0,0.0,0.2,1.0,KRT17(215); KRT16(150); KRT6A(139); KRT6B(100); KRT6C(53)
megacystis-microcolon-intestinal hypoperistalsis syndrome,knowledge_full,4,4,1.0,139.0,123.25,170.6,0.22971602434077076,3371.5,0.0,0.0,0.75,MYLK(179); MYH11(151); ACTG2(127); LMOD1(36)
Frontotemporal dementia and/or amyotrophic lateral sclerosis 7,knowledge_full,1,1,1.0,139.0,139.0,139.0,0.0,3350.0,0.0,0.0,1.0,CHMP2B(139)
Myotonia congenita,knowledge_full,1,1,1.0,139.0,139.0,139.0,0.0,3340.0,0.0,0.0,1.0,CLCN1(139)
Hereditary ataxia,knowledge_full,56,55,0.9821428571428571,138.0,213.32258064516128,366.99999999999994,0.5054584567055117,3378.0,0.06451612903225806,0.2903225806451613,0.8709677419354839,ATM(1572); XRCC1(1340); FMR1(914); STUB1(671); TBP(424)
GM2 gangliosidosis,knowledge_full,3,3,1.0,138.0,121.66666666666667,155.6,0.1698630136986301,3390.0,0.0,0.0,1.0,HEXA(160); HEXB(138); GM2A(67)
ICD10:E750,knowledge_full,3,3,1.0,138.0,121.66666666666667,155.6,0.1698630136986301,3390.0,0.0,0.0,1.0,HEXA(160); HEXB(138); GM2A(67)
Sandhoff disease,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3390.0,0.0,0.0,1.0,HEXB(138)
Leri-Weill dyschondrosteosis,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3384.0,0.0,0.0,1.0,SHOX(138)
Turner syndrome,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3384.0,0.0,0.0,1.0,SHOX(138)
ICD10:Q96,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3384.0,0.0,0.0,1.0,SHOX(138)
ICD10:Q960,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3384.0,0.0,0.0,1.0,SHOX(138)
Aromatic L-amino acid decarboxylase deficiency,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3381.0,0.0,0.0,1.0,DDC(138)
Very long chain acyl-CoA dehydrogenase deficiency,knowledge_full,1,1,1.0,138.0,138.0,138.0,0.0,3385.0,0.0,0.0,1.0,ACADVL(138)
Choroid disease,knowledge_full,2,2,1.0,137.5,137.5,155.5,0.08181818181818179,3503.0,0.0,0.0,1.0,OAT(160); CHM(115)
ICD10:H31,knowledge_full,2,2,1.0,137.5,137.5,155.5,0.08181818181818179,3503.0,0.0,0.0,1.0,OAT(160); CHM(115)
ICD10:H319,knowledge_full,2,2,1.0,137.5,137.5,155.5,0.08181818181818179,3503.0,0.0,0.0,1.0,OAT(160); CHM(115)
Pervasive developmental disorder,knowledge_full,40,40,1.0,137.0,236.390243902439,420.0,0.5836143462548946,3426.0,0.07317073170731707,0.21951219512195122,0.926829268292683,PTEN(2819); MECP2(736); MECP2(736); EIF4E(504); UBE3A(420)
ICD10:F8,knowledge_full,40,40,1.0,137.0,236.390243902439,420.0,0.5836143462548946,3426.0,0.07317073170731707,0.21951219512195122,0.926829268292683,PTEN(2819); MECP2(736); MECP2(736); EIF4E(504); UBE3A(420)
ICD10:F84,knowledge_full,40,40,1.0,137.0,236.390243902439,420.0,0.5836143462548946,3426.0,0.07317073170731707,0.21951219512195122,0.926829268292683,PTEN(2819); MECP2(736); MECP2(736); EIF4E(504); UBE3A(420)
Cerebral cavernous malformation,knowledge_full,3,3,1.0,137.0,122.66666666666667,142.6,0.10326086956521745,3402.0,0.0,0.0,1.0,KRIT1(144); PDCD10(137); CCM2(87)
White-Sutton syndrome,knowledge_full,1,1,1.0,137.0,137.0,137.0,0.0,3426.0,0.0,0.0,1.0,POGZ(137)
ankyrin-B-related cardiac arrhythmia,knowledge_full,1,1,1.0,137.0,137.0,137.0,0.0,3416.0,0.0,0.0,1.0,ANK2(137)
Baller-Gerold syndrome,knowledge_full,1,1,1.0,137.0,137.0,137.0,0.0,3394.0,0.0,0.0,1.0,RECQL4(137)
Rapadilino syndrome,knowledge_full,1,1,1.0,137.0,137.0,137.0,0.0,3394.0,0.0,0.0,1.0,RECQL4(137)
Rothmund-Thomson syndrome,knowledge_full,1,1,1.0,137.0,137.0,137.0,0.0,3394.0,0.0,0.0,1.0,RECQL4(137)
X-linked dominant disease,knowledge_full,15,15,1.0,136.5,260.8125,697.0,0.4989665708123652,3415.5,0.1875,0.375,1.0,FMR1(914); FLNA(697); FLNA(697); ATRX(364); LAMP2(277)
Musculoskeletal system disease,knowledge_full,574,555,0.9668989547038328,136.0,326.8375,721.5000000000001,0.6413669401574759,3438.0,0.15,0.3613636363636364,0.8829545454545454,TNF(6439); TNF(6439); IL6(5459); APOE(5224); TGFB1(5005)
Autosomal genetic disease,knowledge_full,934,927,0.9925053533190579,135.5,327.6082644628099,676.4000000000019,0.6480985330883943,3460.0,0.14132231404958678,0.3537190082644628,0.8727272727272727,TP53(11608); TP53(11608); APOE(5224); APOE(5224); APOE(5224)
Familial atrial fibrillation,knowledge_full,21,21,1.0,135.0,230.65714285714284,666.2,0.5232114101679319,3479.0,0.17142857142857143,0.2857142857142857,0.8285714285714286,LMNA(1073); SCN5A(730); SCN5A(730); KCNH2(685); KCNQ1(638)
Atrial fibrillation,knowledge_full,21,21,1.0,135.0,230.65714285714284,666.2,0.5232114101679319,3479.0,0.17142857142857143,0.2857142857142857,0.8285714285714286,LMNA(1073); SCN5A(730); SCN5A(730); KCNH2(685); KCNQ1(638)
Phelan-McDermid syndrome,knowledge_full,2,2,1.0,135.0,135.0,160.6,0.11851851851851847,3692.0,0.0,0.0,1.0,SHANK3(167); ABCB7(103)
Hypokalemic periodic paralysis,knowledge_full,2,2,1.0,135.0,135.0,158.2,0.1074074074074074,3658.5,0.0,0.0,1.0,SCN4A(164); CACNA1S(106)
Prolidase deficiency,knowledge_full,1,1,1.0,135.0,135.0,135.0,0.0,3486.0,0.0,0.0,1.0,PEPD(135)
Neuronal ceroid lipofuscinosis 3,knowledge_full,1,1,1.0,135.0,135.0,135.0,0.0,3470.0,0.0,0.0,1.0,CLN3(135)
Lipodystrophy,knowledge_full,13,13,1.0,134.0,443.7647058823529,1219.0,0.6186763146403843,3497.0,0.23529411764705882,0.35294117647058826,1.0,PPARG(2273); CAV1(1219); CAV1(1219); LMNA(1073); AKT2(392)
ICD10:D58,knowledge_full,9,9,1.0,134.0,151.69230769230768,296.2000000000001,0.32290528943672964,3491.0,0.0,0.15384615384615385,0.8461538461538461,SLC4A1(321); SLC4A1(321); EPB41(197); ACSL4(186); SPTA1(164)
Autosomal dominant distal hereditary motor neuronopathy,knowledge_full,7,7,1.0,134.0,197.85714285714286,433.2000000000002,0.5619391438886023,3497.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,HSPB1(807); GARS1(184); HSPB8(141); BSCL2(134); FBXO38(52)
Congenital generalized lipodystrophy,knowledge_full,6,6,1.0,134.0,328.6,1219.0,0.5872793670115641,3497.0,0.2,0.2,1.0,CAV1(1219); CAV1(1219); CAVIN1(161); CAVIN1(161); BSCL2(134)
Complete generalized lipodystrophy,knowledge_full,6,6,1.0,134.0,328.6,1219.0,0.5872793670115641,3497.0,0.2,0.2,1.0,CAV1(1219); CAV1(1219); CAVIN1(161); CAVIN1(161); BSCL2(134)
Hereditary spherocytosis,knowledge_full,5,5,1.0,134.0,158.2,258.20000000000005,0.29785082174462707,3491.0,0.0,0.2,1.0,SLC4A1(321); SPTA1(164); SPTB(134); ANK1(127); EPB42(45)
ICD10:D580,knowledge_full,5,5,1.0,134.0,158.2,258.20000000000005,0.29785082174462707,3491.0,0.0,0.2,1.0,SLC4A1(321); SPTA1(164); SPTB(134); ANK1(127); EPB42(45)
2-hydroxyglutaric aciduria,knowledge_full,4,4,1.0,134.0,204.0,415.90000000000003,0.47120098039215685,4626.5,0.0,0.25,0.75,IDH2(508); SLC25A1(201); L2HGDH(67); D2HGDH(40)
Autosomal dominant distal hereditary motor neuronopathy 5,knowledge_full,3,3,1.0,134.0,121.66666666666667,174.0,0.25022831050228306,3497.0,0.0,0.0,1.0,GARS1(184); BSCL2(134); REEP1(47)
